 0.0000167017  0.0001837187  0.0010104529  0.0037049940  0.0101887334  0.0224152134  0.0410945580  0.0645771626  0.0887935985  0.1085255093  0.1193780602  0.1193780602  0.1094298885  0.0925945211  0.0727528380  0.0533520812  0.0366795558  0.0237338302  0.0145040074  0.0083970569  0.0046183813  0.0024191521  0.0012095761  0.0005784929  0.0002651426  0.0001166627  0.0000493573  0.0000201085  0.0000078998  0.0000029965  0.0000010987  0.0000003899  0.0000001340  0.0000000447  0.0000000145  0.0000000045  0.0000000014  0.0000000004  0.0000000001  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000 
 0.0000061442  0.0000737305  0.0004423833  0.0017695332  0.0053085995  0.0127406387  0.0254812775  0.0436821900  0.0655232849  0.0873643799  0.1048372559  0.1143679155  0.1143679155  0.1055703835  0.0904889002  0.0723911201  0.0542933401  0.0383247107  0.0255498071  0.0161367203  0.0096820322  0.0055325898  0.0030177763  0.0015744920  0.0007872460  0.0003778781  0.0001744053  0.0000775135  0.0000332201  0.0000137462  0.0000054985  0.0000021284  0.0000007982  0.0000002902  0.0000001024  0.0000000351  0.0000000117  0.0000000038  0.0000000012  0.0000000004  0.0000000001  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000 
 0.0000022603  0.0000293843  0.0001909978  0.0008276573  0.0026898862  0.0069937041  0.0151530255  0.0281413330  0.0457296661  0.0660539621  0.0858701508  0.1014829055  0.1099398142  0.1099398142  0.1020869704  0.0884753743  0.0718862416  0.0549718318  0.0397018786  0.0271644432  0.0176568881  0.0109304545  0.0064589050  0.0036506854  0.0019774546  0.0010282764  0.0005141382  0.0002475480  0.0001149330  0.0000515217  0.0000223261  0.0000093625  0.0000038035  0.0000014984  0.0000005729  0.0000002128  0.0000000768  0.0000000270  0.0000000092  0.0000000031  0.0000000010  0.0000000003  0.0000000001  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000 
 0.0000008315  0.0000116414  0.0000814898  0.0003802858  0.0013310003  0.0037268008  0.0086958686  0.0173917373  0.0304355403  0.0473441737  0.0662818432  0.0843587096  0.0984184945  0.1059891479  0.1059891479  0.0989232047  0.0865578041  0.0712828975  0.0554422536  0.0408521869  0.0285965308  0.0190643539  0.0121318616  0.0073846114  0.0043076900  0.0024123064  0.0012989342  0.0006735214  0.0003367607  0.0001625741  0.0000758679  0.0000342629  0.0000149900  0.0000063594  0.0000026186  0.0000010474  0.0000004073  0.0000001541  0.0000000568  0.0000000204  0.0000000071  0.0000000024  0.0000000008  0.0000000003  0.0000000001  0.0000000000  0.0000000000  0.0000000000  0.0000000000  0.0000000000 
 0.0000003059  0.0000045885  0.0000344140  0.0001720701  0.0006452627  0.0019357881  0.0048394703  0.0103702935  0.0194443003  0.0324071672  0.0486107508  0.0662873875  0.0828592344  0.0956068089  0.1024358667  0.1024358667  0.0960336250  0.0847355515  0.0706129596  0.0557470733  0.0418103050  0.0298645036  0.0203621615  0.0132796706  0.0082997941  0.0049798765  0.0028730057  0.0015961143  0.0008550612  0.0004422730  0.0002211365  0.0001070015  0.0000501570  0.0000227986  0.0000100582  0.0000043107  0.0000017961  0.0000007282  0.0000002874  0.0000001105  0.0000000415  0.0000000152  0.0000000054  0.0000000019  0.0000000006  0.0000000002  0.0000000001  0.0000000000  0.0000000000  0.0000000000 
 0.0000001125  0.0000018006  0.0000144045  0.0000768240  0.0003072961  0.0009833474  0.0026222596  0.0059937363  0.0119874726  0.0213110624  0.0340976998  0.0495966543  0.0661288724  0.0813893814  0.0930164359  0.0992175316  0.0992175316  0.0933812062  0.0830055167  0.0698993824  0.0559195060  0.0426053379  0.0309857003  0.0215552698  0.0143701798  0.0091969151  0.0056596401  0.0033538608  0.0019164919  0.0010573748  0.0005639332  0.0002910623  0.0001455312  0.0000705606  0.0000332050  0.0000151794  0.0000067464  0.0000029174  0.0000012284  0.0000005039  0.0000002016  0.0000000787  0.0000000300  0.0000000112  0.0000000041  0.0000000014  0.0000000005  0.0000000002  0.0000000001  0.0000000000 
 0.0000000414  0.0000007038  0.0000059822  0.0000338992  0.0001440716  0.0004898433  0.0013878893  0.0033705884  0.0071625003  0.0135291673  0.0229995844  0.0355448123  0.0503551507  0.0658490432  0.0799595525  0.0906208262  0.0962846278  0.0962846278  0.0909354818  0.0813633258  0.0691588270  0.0559857171  0.0432616905  0.0319760321  0.0226496894  0.0154017888  0.0100704004  0.0063406224  0.0038496636  0.0022566994  0.0012787963  0.0007012754  0.0003725526  0.0001919210  0.0000959605  0.0000466094  0.0000220100  0.0000101127  0.0000045241  0.0000019720  0.0000008381  0.0000003475  0.0000001407  0.0000000556  0.0000000215  0.0000000081  0.0000000030  0.0000000011  0.0000000004  0.0000000001 
 0.0000000152  0.0000002741  0.0000024673  0.0000148035  0.0000666159  0.0002398174  0.0007194521  0.0018500196  0.0041625441  0.0083250881  0.0149851586  0.0245211686  0.0367817529  0.0509285810  0.0654796041  0.0785755250  0.0883974656  0.0935973165  0.0935973165  0.0886711419  0.0798040277  0.0684034524  0.0559664610  0.0437998391  0.0328498793  0.0236519131  0.0163744014  0.0109162676  0.0070176006  0.0043557521  0.0026134513  0.0015174878  0.0008535869  0.0004655929  0.0002464903  0.0001267665  0.0000633832  0.0000308351  0.0000146061  0.0000067413  0.0000030336  0.0000013318  0.0000005708  0.0000002389  0.0000000977  0.0000000391  0.0000000153  0.0000000059  0.0000000022  0.0000000008 
 0.0000000056  0.0000001065  0.0000010113  0.0000064049  0.0000304234  0.0001156090  0.0003660951  0.0009936868  0.0023600061  0.0049822351  0.0094662467  0.0163507898  0.0258887506  0.0378374047  0.0513507635  0.0650443004  0.0772401067  0.0863271781  0.0911231325  0.0911231325  0.0865669758  0.0783225020  0.0676421608  0.0558783067  0.0442369928  0.0336201145  0.0245685452  0.0172889763  0.0117318053  0.0076863552  0.0048680250  0.0029836282  0.0017715292  0.0010199714  0.0005699840  0.0003094199  0.0001633049  0.0000838593  0.0000419296  0.0000204273  0.0000097030  0.0000044965  0.0000020341  0.0000008988  0.0000003881  0.0000001639  0.0000000677  0.0000000274  0.0000000108  0.0000000042 
 0.0000000021  0.0000000412  0.0000004122  0.0000027482  0.0000137410  0.0000549641  0.0001832137  0.0005234676  0.0013086690  0.0029081533  0.0058163065  0.0105751028  0.0176251713  0.0271156481  0.0387366401  0.0516488535  0.0645610669  0.0759541964  0.0843935515  0.0888353174  0.0888353174  0.0846050642  0.0769136947  0.0668814737  0.0557345614  0.0445876491  0.0342981916  0.0254060679  0.0181471913  0.0125153044  0.0083435362  0.0053829266  0.0033643291  0.0020389874  0.0011994043  0.0006853739  0.0003807633  0.0002058180  0.0001083253  0.0000555514  0.0000277757  0.0000135491  0.0000064520  0.0000030009  0.0000013641  0.0000006062  0.0000002636  0.0000001122  0.0000000467  0.0000000191 
